RegionName,City,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
37917,Knoxville,TN,Knoxville,Knox,4648,82.1888412017167,82.1888412017167,82.1888412017167,81.7555938037866,82.1888412017167,81.2790697674419,81.5064979480164,80.0347222222222,78.125,77.7891621129326,76.592082616179,76.73684210526321,75.66985645933009,75.6818181818182,76.4285714285714,72.0742774598344,69.4124783381633,68.9956331877729,68.7468680236086,68.7350835322196,69.0363816616494,68.2606316941271,68.4243651959183,66.5714285714286,66.5714285714286,67.997825959222,68.5924952434276,69.11057692307689,69.6046705080344,68.971477960242,70.39419383305649,67.7339901477832,67.54320435037721,69.1598360655738,72.54570578231291,72.8297555724417,73.32402234636871,73.572744014733,74.6794871794872,75.3142857142857,75.1571428571429,77.0833333333333,77.44299213489501,76.37906647807641,75.35919540229891,76.79180887372009,75.3884925798556,72.71226526236421,73.82661073482299,74.30769230769229,73.671096345515,75.4372019077901,76.7914268249198,77.7844311377246,75.2773375594295,76.80249784345351,77.3716275021758,75.2577319587629,75.2577319587629,72.7272727272727,71.6954022988506,71.6954022988506,73.40165317139,75.18796992481201,74.9404761904762,74.9843652282677,75.18796992481201,73.6659210736539,74.6794871794872,71.4456052691347,73.1514382402707,71.73934741579559
